"nn_size_l1","nn_size_l2","nn_size_l3","accuraccy_test","accuracy_training","time_training","time_eval"
40,20,0,0.878333333333333,0.934166666666667,419.081876754761,0.299548387527466
40,20,0,0.897083333333333,0.944444444444444,436.75958776474,0.286865472793579
40,20,0,0.89875,0.937731481481481,419.518626213074,0.2870934009552
40,20,0,0.891666666666667,0.94125,415.991842746735,0.269694328308105
40,20,0,0.88375,0.942268518518519,426.973060846329,0.266766786575317
40,20,0,0.870416666666667,0.91962962962963,430.165203332901,0.277330875396729
40,20,0,0.832083333333333,0.880416666666667,438.938429355621,0.299623966217041
40,20,0,0.8925,0.940231481481482,432.617540836334,0.270991325378418
40,20,0,0.885,0.941064814814815,420.771551847458,0.2692551612854
40,20,0,0.905833333333333,0.935555555555556,420.64321231842,0.273055076599121
30,20,0,0.853333333333333,0.908194444444444,328.744894266129,0.251815795898438
30,20,0,0.895416666666667,0.93587962962963,332.651756763458,0.255159139633179
30,20,0,0.863333333333333,0.911064814814815,331.448241472244,0.253981113433838
30,20,0,0.884166666666667,0.934398148148148,316.704338788986,0.323432683944702
30,20,0,0.8375,0.894398148148148,328.96324300766,0.246584415435791
30,20,0,0.8325,0.878194444444444,313.298904418945,0.245237112045288
30,20,0,0.868333333333333,0.914398148148148,320.177456378937,0.243697643280029
30,20,0,0.8675,0.910972222222222,328.380682945251,0.24772310256958
30,20,0,0.868333333333333,0.906944444444444,314.772368192673,0.24831748008728
30,20,0,0.847083333333333,0.889259259259259,321.478773117065,0.249768495559692
30,14,0,0.859166666666667,0.897083333333333,312.643227338791,0.273907899856567
30,14,0,0.86625,0.908518518518519,326.692620515823,0.244342088699341
30,14,0,0.85875,0.891851851851852,320.198895215988,0.246638536453247
30,14,0,0.870833333333333,0.9075,308.971704721451,0.247082948684692
30,14,0,0.873333333333333,0.928240740740741,307.796745300293,0.247675657272339
30,14,0,0.866666666666667,0.914907407407407,295.744764566422,0.250176906585693
30,14,0,0.8825,0.930555555555556,313.672071933746,0.243013620376587
30,14,0,0.852083333333333,0.893703703703704,314.991724967957,0.242594242095947
30,14,0,0.857916666666667,0.911527777777778,321.999933958054,0.259035587310791
30,14,0,0.87125,0.91662037037037,319.931917190552,0.252471923828125
