"nn_size_l1","nn_size_l2","nn_size_l3","accuraccy_test","accuracy_training","time_training","time_eval"
80,40,20,0.912916666666667,0.962407407407407,926.376344203949,0.390625715255737
80,40,20,0.9325,0.969814814814815,873.635342121124,0.39471435546875
80,40,20,0.907916666666667,0.96375,914.7048432827,0.390735149383545
80,40,20,0.889583333333333,0.940509259259259,890.599692821503,0.383564949035645
80,40,20,0.925,0.969722222222222,890.555599451065,0.387274503707886
80,40,20,0.916666666666667,0.973240740740741,897.209562778473,0.387006044387817
80,40,20,0.935,0.982546296296296,884.224955320358,0.39245867729187
80,40,20,0.904583333333333,0.957777777777778,894.236705303192,0.396146774291992
80,40,20,0.914166666666667,0.966574074074074,898.440427064896,0.388887643814087
80,40,20,0.912083333333333,0.95962962962963,911.446034669876,0.390543937683105
60,40,20,0.92375,0.961851851851852,683.088991165161,0.348973512649536
60,40,20,0.915,0.95662037037037,685.976670503616,0.350237607955933
60,40,20,0.924166666666667,0.975601851851852,687.265046596527,0.344546318054199
60,40,20,0.895,0.940462962962963,691.643484115601,0.350045442581177
60,40,20,0.922916666666667,0.976388888888889,689.527883291245,0.351714372634888
60,40,20,0.915833333333333,0.96037037037037,697.98360991478,0.343058824539185
60,40,20,0.9275,0.97412037037037,690.949951648712,0.345670700073242
60,40,20,0.921666666666667,0.970277777777778,680.627236843109,0.342409133911133
60,40,20,0.930416666666667,0.974212962962963,692.389039516449,0.341318368911743
60,40,20,0.914166666666667,0.973472222222222,693.342773914337,0.340768814086914
50,30,14,0.89875,0.958842592592593,554.264648914337,0.309990644454956
50,30,14,0.909583333333333,0.951388888888889,557.555817127228,0.305279016494751
50,30,14,0.894166666666667,0.948472222222222,532.101514339447,0.31956672668457
50,30,14,0.881666666666667,0.930555555555556,540.553105115891,0.309221982955933
50,30,14,0.877916666666667,0.91912037037037,530.400224685669,0.302917242050171
50,30,14,0.907916666666667,0.961898148148148,540.073051452637,0.315815210342407
50,30,14,0.905,0.950138888888889,529.186982393265,0.304797172546387
50,30,14,0.915,0.956388888888889,529.863485813141,0.309359312057495
50,30,14,0.89125,0.942638888888889,552.595013380051,0.30847692489624
50,30,14,0.907916666666667,0.948194444444444,545.245718240738,0.317390918731689
